	0
1697	POLR2K
1698	POLR2L
1699	POLR3GL
1700	POLR3K
1701	POMP
1702	POP7
1703	PPA1
1704	PPAT
1705	PPCS
1706	PPDPF
1707	PPHLN1
1708	PPIA
1709	PPIB
1710	PPIG
1711	PPIH
1712	PPIL1
1713	PPM1G
1714	PPM1K
1715	PPME1
1716	PPP1CA
1717	PPP1CB
1718	PPP1CC
1719	PPP1R10
1720	PPP1R11
1721	PPP1R12A
1722	PPP1R12B
1723	PPP1R12C
1724	PPP1R14A
1725	PPP1R14B
1726	PPP1R15A
1727	PPP1R18
1728	PPP1R2
1729	PPP1R35
1730	PPP1R37
1731	PPP1R7
1732	PPP1R9B
1733	PPP2CA
1734	PPP2R1A
1735	PPP2R5C
1736	PPP3CA
1737	PPP4C
1738	PPP4R2
1739	PPT1
1740	PQBP1
1741	PRDX1
1742	PRDX2
1743	PRDX3
1744	PRDX4
1745	PRDX5
1746	PRDX6
1747	PRELID1
1748	PRKAR1A
1749	PRKCSH
1750	PRKDC
1751	PRKRIP1
1752	PRMT1
1753	PRMT2
1754	PRNP
1755	PRPF19
1756	PRPF3
1757	PRPF31
1758	PRPF38A
1759	PRPF38B
1760	PRPF4
1761	PRPF40A
1762	PRPF4B
1763	PRPF6
1764	PRR13
1765	PRR14
1766	PRR7
1767	PRRC2C
1768	PSAP
1769	PSENEN
1770	PSIP1
1771	PSMA1
1772	PSMA3
1773	PSMA4
1774	PSMA5
1775	PSMA7
1776	PSMB1
1777	PSMB10
1778	PSMB2
1779	PSMB4
1780	PSMB5
1781	PSMB6
1782	PSMB7
1783	PSMB8
1784	PSMB9
1785	PSMC1
1786	PSMC2
1787	PSMC3
1788	PSMC4
1789	PSMC5
1790	PSMC6
1791	PSMD11
1792	PSMD12
1793	PSMD13
1794	PSMD14
1795	PSMD2
1796	PSMD3
1797	PSMD4
1798	PSMD6
1799	PSMD7
1800	PSMD8
1801	PSME1
1802	PSME2
1803	PSME3
1804	PSMG1
1805	PSMG2
1806	PSMG3
1807	PSPH
1808	PTBP1
1809	PTBP3
1810	PTEN
1811	PTGER4
1812	PTGES2
1813	PTGES3
1814	PTMA
1815	PTMS
1816	PTP4A1
1817	PTP4A2
1818	PTPN1
1819	PTPN2
1820	PTPN6
1821	PTPRC
1822	PTPRE
1823	PTRH2
1824	PTRHD1
1825	PTTG1
1826	PTTG1IP
1827	PUF60
1828	PUM1
1829	PUS1
1830	PUS7
1831	PUSL1
1832	PYCARD
1833	PYCR1
1834	PYCR2
1835	QARS
1836	QTRT1
1837	RAB10
1838	RAB11A
1839	RAB11B
1840	RAB11FIP1
1841	RAB13
1842	RAB14
1843	RAB18
1844	RAB1A
1845	RAB2A
1846	RAB40C
1847	RAB4A
1848	RAB5C
1849	RAB6A
1850	RAB7A
1851	RAB8A
1852	RABAC1
1853	RABIF
1854	RAC1
1855	RAC2
1856	RAD21
1857	RAD23A
1858	RAD23B
1859	RAD9A
1860	RAE1
1861	RALBP1
1862	RALY
1863	RAMP1
1864	RAN
1865	RANBP1
1866	RANBP2
1867	RANGAP1
1868	RAP1A
1869	RAP1B
1870	RASSF5
1871	RB1CC1
1872	RBBP4
1873	RBBP6
1874	RBBP7
1875	RBCK1
1876	RBL2
1877	RBM10
1878	RBM17
1879	RBM19
1880	RBM23
1881	RBM25
1882	RBM3
1883	RBM39
1884	RBM5
1885	RBM6
1886	RBM8A
1887	RBMS1
1888	RBMX
1889	RBPJ
1890	RBX1
1891	RCAN1
1892	RCC1
1893	RCC2
1894	RCCD1
1895	RCN1
1896	RCN2
1897	RCSD1
1898	RDX
1899	REEP5
1900	REL
1901	RER1
1902	REXO2
1903	REXO4
1904	RFC1
1905	RFC2
1906	RFC4
1907	RFC5
1908	RFWD3
1909	RFXANK
1910	RGCC
1911	RGS1
1912	RGS10
1913	RGS14
1914	RGS19
1915	RGS2
1916	RHBDD3
1917	RHBDF2
1918	RHBDL1
1919	RHEB
1920	RHNO1
1921	RHOA
1922	RHOB
1923	RHOC
1924	RHOG
1925	RHOH
1926	RHOT2
1927	RHPN1
1928	RICTOR
1929	RILPL2
1930	RIOK3
1931	RIPK2
1932	RMI1
1933	RNASEH2A
1934	RNASEH2B
1935	RNASEH2C
1936	RNASET2
1937	RNF10
1938	RNF113A
1939	RNF114
1940	RNF126
1941	RNF13
1942	RNF130
1943	RNF145
1944	RNF149
1945	RNF167
1946	RNF181
1947	RNF187
1948	RNF19A
1949	RNF213
1950	RNF43
1951	RNF5
1952	RNF7
1953	RNH1
1954	RNMT
1955	RNPS1
1956	ROCK1
1957	ROMO1
1958	RORA
1959	RP9
1960	RPA3
1961	RPAIN
1962	RPF2
1963	RPIA
1964	RPL10A
1965	RPL12
1966	RPL14
1967	RPL17
1968	RPL18
1969	RPL18A
1970	RPL21
1971	RPL22
1972	RPL22L1
1973	RPL23
1974	RPL23A
1975	RPL24
1976	RPL26L1
1977	RPL27
1978	RPL27A
1979	RPL28
1980	RPL29
1981	RPL3
1982	RPL30
1983	RPL31
1984	RPL35
1985	RPL35A
1986	RPL36
1987	RPL36A
1988	RPL36AL
1989	RPL37
1990	RPL37A
1991	RPL38
1992	RPL39
1993	RPL4
1994	RPL41
1995	RPL5
1996	RPL6
1997	RPL7
1998	RPL7A
1999	RPL7L1
2000	RPL8
2001	RPL9
2002	RPLP0
2003	RPN1
2004	RPN2
2005	RPP21
2006	RPS10
2007	RPS11
2008	RPS13
2009	RPS16
2010	RPS19
2011	RPS19BP1
2012	RPS2
2013	RPS20
2014	RPS21
2015	RPS23
2016	RPS24
2017	RPS25
2018	RPS26
2019	RPS27L
2020	RPS29
2021	RPS3
2022	RPS3A
2023	RPS4X
2024	RPS5
2025	RPS6KA1
2026	RPS7
2027	RPS8
2028	RPS9
2029	RPSA
2030	RPUSD1
2031	RRAS
2032	RRBP1
2033	RRP1
2034	RRP12
2035	RRP1B
2036	RRP7A
2037	RRP9
2038	RRS1
2039	RSBN1
2040	RSBN1L
2041	RSF1
2042	RSL1D1
2043	RSL24D1
2044	RSRC1
2045	RSRC2
2046	RTF1
2047	RTKN
2048	RTN3
2049	RTN4
2050	RUSC1
2051	RUVBL1
2052	RUVBL2
2053	RWDD1
2054	S100A10
2055	S100A11
2056	S100A13
2057	S100A2
2058	S100A4
2059	S100A6
2060	S100A8
2061	S100A9
2062	SAFB2
2063	SAMD1
2064	SAMD9
2065	SAMHD1
2066	SAMSN1
2067	SAP18
2068	SAP30BP
2069	SAR1A
2070	SAR1B
2071	SARS
2072	SAT1
2073	SAT2
2074	SBDS
2075	SCAF11
2076	SCAMP2
2077	SCAMP3
2078	SCAND1
2079	SCARB1
2080	SCNM1
2081	SCP2
2082	SCRIB
2083	SDCBP
2084	SDF2
2085	SDF2L1
2086	SDF4
2087	SDHA
2088	SDHB
2089	SDHC
2090	SDHD
2091	SEC11A
2092	SEC11C
2093	SEC31A
2094	SEC61A1
2095	SEC61B
2096	SEC61G
2097	SEC62
2098	SEC63
2099	SECISBP2L
2100	SELL
2101	SENP6
2102	SERBP1
2103	SERF2
2104	SERINC1
2105	SERINC2
2106	SERINC3
2107	SERP1
2108	SERPINB1
2109	SERPINB6
2110	SERPING1
2111	SERPINH1
2112	SERTAD1
2113	SET
2114	SETX
2115	SF1
2116	SF3B1
2117	SF3B2
2118	SF3B4
2119	SF3B5
2120	SFPQ
2121	SFT2D1
2122	SFXN4
2123	SGK1
2124	SH3BGRL
2125	SH3BGRL3
2126	SH3GL1
2127	SH3GLB1
2128	SH3KBP1
2129	SHARPIN
2130	SHISA5
2131	SHMT2
2132	SHOC2
2133	SIGIRR
2134	SIGMAR1
2135	SIRT6
2136	SIVA1
2137	SKAP2
2138	SKIL
2139	SKIV2L
2140	SKP1
2141	SLA
2142	SLBP
2143	SLC11A1
2144	SLC12A9
2145	SLC1A4
2146	SLC25A17
2147	SLC25A22
2148	SLC25A3
2149	SLC25A37
2150	SLC25A39
2151	SLC25A4
2152	SLC25A5
2153	SLC25A6
2154	SLC2A1
2155	SLC2A3
2156	SLC35A2
2157	SLC35B2
2158	SLC35C2
2159	SLC35F6
2160	SLC38A1
2161	SLC38A2
2162	SLC39A1
2163	SLC39A4
2164	SLC39A7
2165	SLC3A2
2166	SLC44A1
2167	SLC52A2
2168	SLC7A11
2169	SLC7A5
2170	SLC9A3R1
2171	SLIRP
2172	SLTM
2173	SLU7
2174	SMAD7
2175	SMAP1
2176	SMAP2
2177	SMARCA5
2178	SMARCB1
2179	SMARCC1
2180	SMARCD1
2181	SMARCD2
2182	SMARCE1
2183	SMC3
2184	SMC4
2185	SMCHD1
2186	SMDT1
2187	SMG1
2188	SMG5
2189	SMG7
2190	SMIM14
2191	SMIM19
2192	SMIM7
2193	SMOX
2194	SMPD4
2195	SMS
2196	SMTN
2197	SMUG1
2198	SMYD2
2199	SMYD5
2200	SND1
2201	SNF8
2202	SNHG15
2203	SNHG8
2204	SNHG9
2205	SNRNP200
2206	SNRNP70
2207	SNRPA
2208	SNRPA1
2209	SNRPB
2210	SNRPB2
2211	SNRPC
2212	SNRPD1
2213	SNRPD2
2214	SNRPD3
2215	SNRPE
2216	SNRPF
2217	SNRPG
2218	SNW1
2219	SNX17
2220	SNX2
2221	SNX3
2222	SNX5
2223	SNX6
2224	SNX8
2225	SOCS2
2226	SOCS3
2227	SOD1
2228	SOD2
2229	SON
2230	SORD
2231	SORL1
2232	SOX12
2233	SOX4
2234	SP100
2235	SP110
2236	SPAG7
2237	SPAG9
2238	SPARC
2239	SPATS2L
2240	SPCS1
2241	SPCS2
2242	SPCS3
2243	SPG21
2244	SPHK1
2245	SPINT2
2246	SPOCK2
2247	SPON2
2248	SPOP
2249	SPRY1
2250	SPSB3
2251	SPTAN1
2252	SPTBN1
2253	SQLE
2254	SQSTM1
2255	SRC
2256	SREK1
2257	SREK1IP1
2258	SRGN
2259	SRI
2260	SRM
2261	SRP14
2262	SRP19
2263	SRP54
2264	SRP72
2265	SRP9
2266	SRPK1
2267	SRPRB
2268	SRRM1
2269	SRRM2
2270	SRRT
2271	SRSF1
2272	SRSF10
2273	SRSF11
2274	SRSF2
2275	SRSF3
2276	SRSF4
2277	SRSF5
2278	SRSF6
2279	SRSF7
2280	SRSF9
2281	SS18L2
2282	SSB
2283	SSBP1
2284	SSNA1
2285	SSR1
2286	SSR2
2287	SSR3
2288	SSR4
2289	SSRP1
2290	SSU72
2291	ST13
2292	STAC3
2293	STAG2
2294	STAP2
2295	STARD7
2296	STAT1
2297	STAT3
2298	STAU1
2299	STIP1
2300	STK17A
2301	STK17B
2302	STK35
2303	STK4
2304	STMN1
2305	STOM
2306	STOML2
2307	STRAP
2308	STT3A
2309	STT3B
2310	STUB1
2311	STX10
2312	STX12
2313	STX6
2314	STXBP2
2315	STYXL1
2316	SUB1
2317	SUCLG1
2318	SUGT1
2319	SULF2
2320	SUMF2
2321	SUMO1
2322	SUMO2
2323	SUMO3
2324	SUN2
2325	SUPT16H
2326	SUPT4H1
2327	SUPT5H
2328	SURF1
2329	SURF2
2330	SURF4
2331	SVIL
2332	SVIP
2333	SYAP1
2334	SYF2
2335	SYMPK
2336	SYNCRIP
2337	SYNE2
2338	SYNGR2
2339	SYPL1
2340	SZRD1
2341	TACC1
2342	TAF10
2343	TAF11
2344	TAF1C
2345	TAF1D
2346	TAF7
2347	TAGAP
2348	TAGLN2
2349	TALDO1
2350	TANK
2351	TAOK3
2352	TAP1
2353	TAPBP
2354	TARBP1
2355	TARBP2
2356	TARS
2357	TARS2
2358	TAX1BP1
2359	TAZ
2360	TBC1D10B
2361	TBC1D10C
2362	TBCA
2363	TBCB
2364	TBCC
2365	TBCD
2366	TBL1XR1
2367	TBL2
2368	TBRG4
2369	TCEA1
2370	TCEAL4
2371	TCEAL8
2372	TCF25
2373	TCF3
2374	TCF4
2375	TCOF1
2376	TCP1
2377	TECR
2378	TELO2
2379	TERF2IP
2380	TES
2381	TESC
2382	TEX264
2383	TFB2M
2384	TFG
2385	TGFB1
2386	TGFBR2
2387	TGIF1
2388	TGOLN2
2389	THEM6
2390	THOC2
2391	THOC6
2392	THOC7
2393	THOP1
2394	THRAP3
2395	TIA1
2396	TIAL1
2397	TIMM10
2398	TIMM13
2399	TIMM17A
2400	TIMM17B
2401	TIMM50
2402	TIMM8A
2403	TIMM8B
2404	TIMP1
2405	TK1
2406	TKT
2407	TLCD1
2408	TLE4
2409	TLN1
2410	TM2D1
2411	TM9SF2
2412	TM9SF3
2413	TM9SF4
2414	TMA7
2415	TMBIM6
2416	TMC6
2417	TMCO1
2418	TMED10
2419	TMED2
2420	TMED4
2421	TMED5
2422	TMED9
2423	TMEM106C
2424	TMEM123
2425	TMEM134
2426	TMEM140
2427	TMEM147
2428	TMEM14B
2429	TMEM14C
2430	TMEM160
2431	TMEM161A
2432	TMEM164
2433	TMEM165
2434	TMEM167A
2435	TMEM176A
2436	TMEM176B
2437	TMEM179B
2438	TMEM205
2439	TMEM208
2440	TMEM219
2441	TMEM230
2442	TMEM243
2443	TMEM248
2444	TMEM256
2445	TMEM258
2446	TMEM30A
2447	TMEM50A
2448	TMEM59
2449	TMEM70
2450	TMEM87A
2451	TMEM9
2452	TMEM9B
2453	TMF1
2454	TMOD3
2455	TMPO
2456	TMSB10
2457	TMSB4X
2458	TMTC4
2459	TMX1
2460	TMX4
2461	TNFAIP3
2462	TNFAIP8
2463	TNFRSF14
2464	TNFRSF18
2465	TNFRSF1A
2466	TNFRSF1B
2467	TNFRSF25
2468	TNFSF10
2469	TNFSF12
2470	TNIP1
2471	TNK2
2472	TNRC6B
2473	TNS1
2474	TOB1
2475	TOM1L2
2476	TOMM20
2477	TOMM22
2478	TOMM34
2479	TOMM40
2480	TOMM5
2481	TOMM7
2482	TOP1
2483	TOP1MT
2484	TOP2A
2485	TOP2B
2486	TOX4
2487	TP53INP2
2488	TPD52
2489	TPD52L2
2490	TPI1
2491	TPM1
2492	TPM2
2493	TPM3
2494	TPM4
2495	TPP1
2496	TPR
2497	TPRA1
2498	TPRKB
2499	TPX2
2500	TRA2A
2501	TRA2B
2502	TRABD
2503	TRAF2
2504	TRAF4
2505	TRAM1
2506	TRAPPC1
2507	TRAPPC2L
2508	TRAPPC3
2509	TRAPPC6A
2510	TRIAP1
2511	TRIB3
2512	TRIM11
2513	TRIM2
2514	TRIM22
2515	TRIM27
2516	TRIM28
2517	TRIM38
2518	TRIM44
2519	TRIP13
2520	TRIT1
2521	TRMT1
2522	TRMT112
2523	TRMT2A
2524	TRMT6
2525	TRMU
2526	TRUB2
2527	TSC22D1
2528	TSC22D3
2529	TSC22D4
2530	TSEN34
2531	TSEN54
2532	TSFM
2533	TSPAN14
2534	TSPAN17
2535	TSPAN3
2536	TSPO
2537	TSPYL1
2538	TSTA3
2539	TSTD1
2540	TTC1
2541	TTC14
2542	TTC3
2543	TTI1
2544	TTYH3
2545	TUBA1A
2546	TUBA1B
2547	TUBA1C
2548	TUBA4A
2549	TUBB
2550	TUBB4B
2551	TUBB6
2552	TUBG1
2553	TUFM
2554	TXN
2555	TXN2
2556	TXNDC12
2557	TXNDC17
2558	TXNIP
2559	TXNL1
2560	TXNL4A
2561	TYK2
2562	TYMP
2563	TYROBP
2564	TYSND1
2565	U2AF2
2566	U2SURP
2567	UBA2
2568	UBA52
2569	UBAC2
2570	UBALD2
2571	UBAP2L
2572	UBB
2573	UBC
2574	UBE2A
2575	UBE2B
2576	UBE2D2
2577	UBE2D3
2578	UBE2E1
2579	UBE2G2
2580	UBE2I
2581	UBE2J1
2582	UBE2K
2583	UBE2L3
2584	UBE2L6
2585	UBE2M
2586	UBE2N
2587	UBE2O
2588	UBE2S
2589	UBE2T
2590	UBE2V2
2591	UBE3A
2592	UBFD1
2593	UBL4A
2594	UBL5
2595	UBQLN1
2596	UBXN1
2597	UBXN11
2598	UBXN4
2599	UCK2
2600	UCKL1
2601	UCP2
2602	UFC1
2603	UFM1
2604	UGP2
2605	UHMK1
2606	UPF2
2607	UPF3A
2608	UPF3B
2609	UPP1
2610	UQCC2
2611	UQCR10
2612	UQCRB
2613	UQCRC1
2614	UQCRC2
2615	UQCRFS1
2616	UQCRH
2617	UQCRQ
2618	USF2
2619	USP15
2620	USP16
2621	USP34
2622	USP39
2623	USP8
2624	UTP18
2625	UTP6
2626	UTRN
2627	UXT
2628	VAMP2
2629	VAMP5
2630	VAMP8
2631	VAPA
2632	VARS
2633	VASP
2634	VBP1
2635	VCP
2636	VDAC1
2637	VDAC2
2638	VDAC3
2639	VIM
2640	VKORC1
2641	VMA21
2642	VMP1
2643	VPS13C
2644	VPS16
2645	VPS28
2646	VPS29
2647	VPS35
2648	VPS36
2649	VPS4B
2650	VPS51
2651	VPS72
2652	VTI1B
2653	VWA5A
2654	WAC
2655	WAS
2656	WASF2
2657	WBP11
2658	WBP2
2659	WDR1
2660	WDR18
2661	WDR33
2662	WDR34
2663	WDR45B
2664	WDR46
2665	WDR5
2666	WDR74
2667	WDR75
2668	WDR77
2669	WDR83OS
2670	WDR90
2671	WDYHV1
2672	WIPF1
2673	WIPI2
2674	WNK1
2675	WRNIP1
2676	WSB1
2677	WTAP
2678	XAF1
2679	XBP1
2680	XPO1
2681	XPO5
2682	XPO6
2683	XPOT
2684	XRCC5
2685	XRCC6
2686	XRN1
2687	XRN2
2688	YARS
2689	YARS2
2690	YBX1
2691	YBX3
2692	YDJC
2693	YEATS2
2694	YIF1A
2695	YIF1B
2696	YIPF3
2697	YIPF4
2698	YKT6
2699	YME1L1
2700	YPEL3
2701	YPEL5
2702	YTHDC1
2703	YTHDF1
2704	YTHDF2
2705	YWHAB
2706	YWHAE
2707	YWHAG
2708	YWHAH
2709	YWHAQ
2710	YWHAZ
2711	YY1
2712	ZBTB16
2713	ZBTB20
2714	ZBTB38
2715	ZBTB7A
2716	ZBTB7B
2717	ZBTB8OS
2718	ZC3H13
2719	ZC3H15
2720	ZC3HAV1
2721	ZCRB1
2722	ZDHHC12
2723	ZDHHC9
2724	ZEB1
2725	ZEB2
2726	ZFAND5
2727	ZFAND6
2728	ZFP36
2729	ZFP36L1
2730	ZFP36L2
2731	ZFR
2732	ZKSCAN1
2733	ZMAT2
2734	ZMIZ2
2735	ZMYM2
2736	ZNF106
2737	ZNF121
2738	ZNF207
2739	ZNF22
2740	ZNF24
2741	ZNF292
2742	ZNF3
2743	ZNF331
2744	ZNF428
2745	ZNF598
2746	ZNF638
2747	ZNF692
2748	ZNF706
2749	ZNF74
2750	ZNF768
2751	ZNHIT1
2752	ZNHIT2
2753	ZNRD1
2754	ZRANB2
2755	ZYX
